1,0,0,0,360,-90,0,0.9
381,17,3,150,157.5,-7.5,0,25
382,18,3,157.5,165,-7.5,0,25
383,18,3,165,172.5,-7.5,0,25
384,18,3,172.5,180,-7.5,0,25
385,18,3,180,187.5,-7.5,0,25
386,18,3,187.5,195,-7.5,0,25
387,18,3,195,202.5,-7.5,0,25
388,19,3,202.5,210,-7.5,0,25
389,19,3,210,217.5,-7.5,0,25
390,19,3,217.5,225,-7.5,0,25
391,19,3,225,232.5,-7.5,0,25
392,19,3,232.5,240,-7.5,0,25
393,20,3,240,247.5,-7.5,0,25
394,20,3,247.5,255,-7.5,0,25
395,20,3,255,262.5,-7.5,0,25
396,20,3,262.5,270,-7.5,0,25
397,20,3,270,277.5,-7.5,0,25
398,21,3,277.5,285,-7.5,0,25
399,21,3,285,292.5,-7.5,0,25
400,21,3,292.5,300,-7.5,0,25
401,21,3,300,307.5,-7.5,0,25
402,21,3,307.5,315,-7.5,0,25
403,21,3,315,322.5,-7.5,0,25
404,22,3,322.5,330,-7.5,0,25
405,22,3,330,337.5,-7.5,0,25
406,22,3,337.5,345,-7.5,0,25
407,22,3,345,352.5,-7.5,0,25
408,22,3,352.5,360,-7.5,0,25
409,23,3,0,7.5,0,7.5,25
410,23,3,7.5,15,0,7.5,25
411,23,3,15,22.5,0,7.5,25
412,23,3,22.5,30,0,7.5,25
413,23,3,30,37.5,0,7.5,25
414,24,3,37.5,45,0,7.5,25
415,24,3,45,52.5,0,7.5,25
416,24,3,52.5,60,0,7.5,25
417,24,3,60,67.5,0,7.5,25
418,24,3,67.5,75,0,7.5,25
419,24,3,75,82.5,0,7.5,25
420,25,3,82.5,90,0,7.5,25
421,25,3,90,97.5,0,7.5,25
422,25,3,97.5,105,0,7.5,25
423,25,3,105,112.5,0,7.5,25
424,25,3,112.5,120,0,7.5,25
425,26,3,120,127.5,0,7.5,25
426,26,3,127.5,135,0,7.5,25
427,26,3,135,142.5,0,7.5,25
428,26,3,142.5,150,0,7.5,25
429,26,3,150,157.5,0,7.5,25
430,27,3,157.5,165,0,7.5,25
431,27,3,165,172.5,0,7.5,25
432,27,3,172.5,180,0,7.5,25
433,27,3,180,187.5,0,7.5,25
434,27,3,187.5,195,0,7.5,25
435,27,3,195,202.5,0,7.5,25
436,28,3,202.5,210,0,7.5,25
437,28,3,210,217.5,0,7.5,25
438,28,3,217.5,225,0,7.5,25
439,28,3,225,232.5,0,7.5,25
440,28,3,232.5,240,0,7.5,25
441,29,3,240,247.5,0,7.5,25
442,29,3,247.5,255,0,7.5,25
443,29,3,255,262.5,0,7.5,25
444,29,3,262.5,270,0,7.5,25
445,29,3,270,277.5,0,7.5,25
446,30,3,277.5,285,0,7.5,25
447,30,3,285,292.5,0,7.5,25
448,30,3,292.5,300,0,7.5,25
449,30,3,300,307.5,0,7.5,25
450,30,3,307.5,315,0,7.5,25
451,30,3,315,322.5,0,7.5,25
452,31,3,322.5,330,0,7.5,25
453,31,3,330,337.5,0,7.5,25
454,31,3,337.5,345,0,7.5,25
455,31,3,345,352.5,0,7.5,25
456,31,3,352.5,360,0,7.5,25
457,23,3,0,7.66,7.5,15,25
458,23,3,7.66,15.32,7.5,15,25
459,23,3,15.32,22.98,7.5,15,25
460,23,3,22.98,30.64,7.5,15,25
461,23,3,30.64,38.3,7.5,15,25
462,24,3,38.3,45.96,7.5,15,25
463,24,3,45.96,53.62,7.5,15,25
464,24,3,53.62,61.28,7.5,15,25
465,24,3,61.28,68.94,7.5,15,25
466,24,3,68.94,76.6,7.5,15,25
467,25,3,76.6,84.26,7.5,15,25
468,25,3,84.26,91.91,7.5,15,25
469,25,3,91.91,99.57,7.5,15,25
470,25,3,99.57,107.23,7.5,15,25
471,25,3,107.23,114.89,7.5,15,25
472,25,3,114.89,122.55,7.5,15,25
473,26,3,122.55,130.21,7.5,15,25
474,26,3,130.21,137.87,7.5,15,25
475,26,3,137.87,145.53,7.5,15,25
476,26,3,145.53,153.19,7.5,15,25
477,26,3,153.19,160.85,7.5,15,25
478,27,3,160.85,168.51,7.5,15,25
479,27,3,168.51,176.17,7.5,15,25
480,27,3,176.17,183.83,7.5,15,25
481,27,3,183.83,191.49,7.5,15,25
482,27,3,191.49,199.15,7.5,15,25
483,28,3,199.15,206.81,7.5,15,25
484,28,3,206.81,214.47,7.5,15,25
485,28,3,214.47,222.13,7.5,15,25
486,28,3,222.13,229.79,7.5,15,25
487,28,3,229.79,237.45,7.5,15,25
488,29,3,237.45,245.11,7.5,15,25
489,29,3,245.11,252.77,7.5,15,25
490,29,3,252.77,260.43,7.5,15,25
491,29,3,260.43,268.09,7.5,15,25
492,29,3,268.09,275.74,7.5,15,25
493,29,3,275.74,283.4,7.5,15,25
494,30,3,283.4,291.06,7.5,15,25
495,30,3,291.06,298.72,7.5,15,25
496,30,3,298.72,306.38,7.5,15,25
497,30,3,306.38,314.04,7.5,15,25
498,30,3,314.04,321.7,7.5,15,25
499,31,3,321.7,329.36,7.5,15,25
500,31,3,329.36,337.02,7.5,15,25
501,31,3,337.02,344.68,7.5,15,25
502,31,3,344.68,352.34,7.5,15,25
503,31,3,352.34,360,7.5,15,25
504,23,3,0,8,15,22.5,25
505,23,3,8,16,15,22.5,25
506,23,3,16,24,15,22.5,25
507,23,3,24,32,15,22.5,25
508,23,3,32,40,15,22.5,25
509,24,3,40,48,15,22.5,25
510,24,3,48,56,15,22.5,25
511,24,3,56,64,15,22.5,25
512,24,3,64,72,15,22.5,25
513,24,3,72,80,15,22.5,25
514,25,3,80,88,15,22.5,25
515,25,3,88,96,15,22.5,25
516,25,3,96,104,15,22.5,25
517,25,3,104,112,15,22.5,25
518,25,3,112,120,15,22.5,25
519,26,3,120,128,15,22.5,25
520,26,3,128,136,15,22.5,25
521,26,3,136,144,15,22.5,25
522,26,3,144,152,15,22.5,25
523,26,3,152,160,15,22.5,25
524,27,3,160,168,15,22.5,25
525,27,3,168,176,15,22.5,25
526,27,3,176,184,15,22.5,25
527,27,3,184,192,15,22.5,25
528,27,3,192,200,15,22.5,25
529,28,3,200,208,15,22.5,25
530,28,3,208,216,15,22.5,25
531,28,3,216,224,15,22.5,25
532,28,3,224,232,15,22.5,25
533,28,3,232,240,15,22.5,25
534,29,3,240,248,15,22.5,25
535,29,3,248,256,15,22.5,25
536,29,3,256,264,15,22.5,25
537,29,3,264,272,15,22.5,25
538,29,3,272,280,15,22.5,25
539,30,3,280,288,15,22.5,25
540,30,3,288,296,15,22.5,25
541,30,3,296,304,15,22.5,25
542,30,3,304,312,15,22.5,25
543,30,3,312,320,15,22.5,25
544,31,3,320,328,15,22.5,25
545,31,3,328,336,15,22.5,25
546,31,3,336,344,15,22.5,25
547,31,3,344,352,15,22.5,25
548,31,3,352,360,15,22.5,25
549,32,3,0,8.37,22.5,30,25
550,32,3,8.37,16.74,22.5,30,25
551,32,3,16.74,25.12,22.5,30,25
552,32,3,25.12,33.49,22.5,30,25
553,32,3,33.49,41.86,22.5,30,25
554,33,3,41.86,50.23,22.5,30,25
555,33,3,50.23,58.6,22.5,30,25
556,33,3,58.6,66.98,22.5,30,25
557,33,3,66.98,75.35,22.5,30,25
558,33,3,75.35,83.72,22.5,30,25
559,33,3,83.72,92.09,22.5,30,25
560,34,3,92.09,100.47,22.5,30,25
561,34,3,100.47,108.84,22.5,30,25
562,34,3,108.84,117.21,22.5,30,25
563,34,3,117.21,125.58,22.5,30,25
564,34,3,125.58,133.95,22.5,30,25
565,35,3,133.95,142.33,22.5,30,25
566,35,3,142.33,150.7,22.5,30,25
567,35,3,150.7,159.07,22.5,30,25
568,35,3,159.07,167.44,22.5,30,25
569,35,3,167.44,175.81,22.5,30,25
570,35,3,175.81,184.19,22.5,30,25
571,36,3,184.19,192.56,22.5,30,25
572,36,3,192.56,200.93,22.5,30,25
573,36,3,200.93,209.3,22.5,30,25
574,36,3,209.3,217.67,22.5,30,25
575,36,3,217.67,226.05,22.5,30,25
576,37,3,226.05,234.42,22.5,30,25
577,37,3,234.42,242.79,22.5,30,25
578,37,3,242.79,251.16,22.5,30,25
579,37,3,251.16,259.53,22.5,30,25
580,37,3,259.53,267.91,22.5,30,25
581,38,3,267.91,276.28,22.5,30,25
582,38,3,276.28,284.65,22.5,30,25
583,38,3,284.65,293.02,22.5,30,25
584,38,3,293.02,301.4,22.5,30,25
585,38,3,301.4,309.77,22.5,30,25
586,38,3,309.77,318.14,22.5,30,25
587,39,3,318.14,326.51,22.5,30,25
588,39,3,326.51,334.88,22.5,30,25
589,39,3,334.88,343.26,22.5,30,25
590,39,3,343.26,351.63,22.5,30,25
591,39,3,351.63,360,22.5,30,25
592,32,3,0,9,30,37.5,25
593,32,3,9,18,30,37.5,25
594,32,3,18,27,30,37.5,25
595,32,3,27,36,30,37.5,25
596,32,3,36,45,30,37.5,25
597,33,3,45,54,30,37.5,25
598,33,3,54,63,30,37.5,25
599,33,3,63,72,30,37.5,25
600,33,3,72,81,30,37.5,25
601,33,3,81,90,30,37.5,25
602,34,3,90,99,30,37.5,25
603,34,3,99,108,30,37.5,25
604,34,3,108,117,30,37.5,25
605,34,3,117,126,30,37.5,25
606,34,3,126,135,30,37.5,25
607,35,3,135,144,30,37.5,25
608,35,3,144,153,30,37.5,25
609,35,3,153,162,30,37.5,25
610,35,3,162,171,30,37.5,25
611,35,3,171,180,30,37.5,25
612,36,3,180,189,30,37.5,25
613,36,3,189,198,30,37.5,25
614,36,3,198,207,30,37.5,25
615,36,3,207,216,30,37.5,25
616,36,3,216,225,30,37.5,25
617,37,3,225,234,30,37.5,25
618,37,3,234,243,30,37.5,25
619,37,3,243,252,30,37.5,25
620,37,3,252,261,30,37.5,25
621,37,3,261,270,30,37.5,25
622,38,3,270,279,30,37.5,25
623,38,3,279,288,30,37.5,25
624,38,3,288,297,30,37.5,25
625,38,3,297,306,30,37.5,25
626,38,3,306,315,30,37.5,25
627,39,3,315,324,30,37.5,25
628,39,3,324,333,30,37.5,25
629,39,3,333,342,30,37.5,25
630,39,3,342,351,30,37.5,25
631,39,3,351,360,30,37.5,25
632,32,3,0,10,37.5,45,25
633,32,3,10,20,37.5,45,25
634,32,3,20,30,37.5,45,25
635,32,3,30,40,37.5,45,25
636,33,3,40,50,37.5,45,25
637,33,3,50,60,37.5,45,25
638,33,3,60,70,37.5,45,25
639,33,3,70,80,37.5,45,25
640,33,3,80,90,37.5,45,25
641,34,3,90,100,37.5,45,25
642,34,3,100,110,37.5,45,25
643,34,3,110,120,37.5,45,25
644,34,3,120,130,37.5,45,25
645,34,3,130,140,37.5,45,25
646,35,3,140,150,37.5,45,25
647,35,3,150,160,37.5,45,25
648,35,3,160,170,37.5,45,25
649,35,3,170,180,37.5,45,25
650,36,3,180,190,37.5,45,25
651,36,3,190,200,37.5,45,25
652,36,3,200,210,37.5,45,25
653,36,3,210,220,37.5,45,25
654,37,3,220,230,37.5,45,25
655,37,3,230,240,37.5,45,25
656,37,3,240,250,37.5,45,25
657,37,3,250,260,37.5,45,25
658,37,3,260,270,37.5,45,25
659,38,3,270,280,37.5,45,25
660,38,3,280,290,37.5,45,25
661,38,3,290,300,37.5,45,25
662,38,3,300,310,37.5,45,25
663,38,3,310,320,37.5,45,25
664,39,3,320,330,37.5,45,25
665,39,3,330,340,37.5,45,25
666,39,3,340,350,37.5,45,25
667,39,3,350,360,37.5,45,25
668,32,3,0,11.25,45,52.5,25
669,32,3,11.25,22.5,45,52.5,25
670,32,3,22.5,33.75,45,52.5,25
671,32,3,33.75,45,45,52.5,25
672,33,3,45,56.25,45,52.5,25
673,33,3,56.25,67.5,45,52.5,25
674,33,3,67.5,78.75,45,52.5,25
675,33,3,78.75,90,45,52.5,25
676,34,3,90,101.25,45,52.5,25
677,34,3,101.25,112.5,45,52.5,25
678,34,3,112.5,123.75,45,52.5,25
679,34,3,123.75,135,45,52.5,25
680,35,3,135,146.25,45,52.5,25
681,35,3,146.25,157.5,45,52.5,25
682,35,3,157.5,168.75,45,52.5,25
683,35,3,168.75,180,45,52.5,25
684,36,3,180,191.25,45,52.5,25
685,36,3,191.25,202.5,45,52.5,25
686,36,3,202.5,213.75,45,52.5,25
687,36,3,213.75,225,45,52.5,25
688,37,3,225,236.25,45,52.5,25
689,37,3,236.25,247.5,45,52.5,25
690,37,3,247.5,258.75,45,52.5,25
691,37,3,258.75,270,45,52.5,25
692,38,3,270,281.25,45,52.5,25
693,38,3,281.25,292.5,45,52.5,25
694,38,3,292.5,303.75,45,52.5,25
695,38,3,303.75,315,45,52.5,25
696,39,3,315,326.25,45,52.5,25
697,39,3,326.25,337.5,45,52.5,25
698,39,3,337.5,348.75,45,52.5,25
699,39,3,348.75,360,45,52.5,25
700,40,3,0,13.33,52.5,60,24
701,40,3,13.33,26.67,52.5,60,24
702,40,3,26.67,40,52.5,60,24
703,40,3,40,53.33,52.5,60,24
704,40,3,53.33,66.67,52.5,60,24
705,40,3,66.67,80,52.5,60,24
706,40,3,80,93.33,52.5,60,24
707,40,3,93.33,106.67,52.5,60,24
708,40,3,106.67,120,52.5,60,24
709,41,3,120,133.33,52.5,60,24
710,41,3,133.33,146.67,52.5,60,24
711,41,3,146.67,160,52.5,60,24
712,41,3,160,173.33,52.5,60,24
713,41,3,173.33,186.67,52.5,60,24
714,41,3,186.67,200,52.5,60,24
715,41,3,200,213.33,52.5,60,24
716,41,3,213.33,226.67,52.5,60,24
717,41,3,226.67,240,52.5,60,24
718,42,3,240,253.33,52.5,60,24
719,42,3,253.33,266.67,52.5,60,24
720,42,3,266.67,280,52.5,60,24
721,42,3,280,293.33,52.5,60,24
722,42,3,293.33,306.67,52.5,60,24
723,42,3,306.67,320,52.5,60,24
724,42,3,320,333.33,52.5,60,24
725,42,3,333.33,346.67,52.5,60,24
726,42,3,346.67,360,52.5,60,24
727,40,3,0,17.14,60,67.5,24
728,40,3,17.14,34.29,60,67.5,24
729,40,3,34.29,51.43,60,67.5,24
730,40,3,51.43,68.57,60,67.5,24
731,40,3,68.57,85.71,60,67.5,24
732,40,3,85.71,102.86,60,67.5,24
733,40,3,102.86,120,60,67.5,24
734,41,3,120,137.14,60,67.5,24
735,41,3,137.14,154.29,60,67.5,24
736,41,3,154.29,171.43,60,67.5,24
737,41,3,171.43,188.57,60,67.5,24
738,41,3,188.57,205.71,60,67.5,24
739,41,3,205.71,222.86,60,67.5,24
740,41,3,222.86,240,60,67.5,24
741,42,3,240,257.14,60,67.5,24
742,42,3,257.14,274.29,60,67.5,24
743,42,3,274.29,291.43,60,67.5,24
744,42,3,291.43,308.57,60,67.5,24
745,42,3,308.57,325.71,60,67.5,24
746,42,3,325.71,342.86,60,67.5,24
747,42,3,342.86,360,60,67.5,24
748,40,3,0,24,67.5,75,22
749,40,3,24,48,67.5,75,22
750,40,3,48,72,67.5,75,22
751,40,3,72,96,67.5,75,22
752,40,3,96,120,67.5,75,22
753,41,3,120,144,67.5,75,22
754,41,3,144,168,67.5,75,22
755,41,3,168,192,67.5,75,22
756,41,3,192,216,67.5,75,22
757,41,3,216,240,67.5,75,22
758,42,3,240,264,67.5,75,22
759,42,3,264,288,67.5,75,22
760,42,3,288,312,67.5,75,22
761,42,3,312,336,67.5,75,22
762,42,3,336,360,67.5,75,22
763,40,3,0,40,75,82.5,20
764,40,3,40,80,75,82.5,20
765,40,3,80,120,75,82.5,20
766,41,3,120,160,75,82.5,20
767,41,3,160,200,75,82.5,20
768,41,3,200,240,75,82.5,20
769,42,3,240,280,75,82.5,20
770,42,3,280,320,75,82.5,20
771,42,3,320,360,75,82.5,20
772,40,3,0,120,82.5,90,16
773,41,3,120,240,82.5,90,16
774,42,3,240,360,82.5,90,16